name,alternate_names,code,population,latitude,longitude
Voznesenka Persha,"Vosneseni,Vosneșeni,Voznesenka,Voznesenka Persha,Voznesenka-Pervaja,Voznessenka Percha,wo zi nie xian ka pei er sha,Вознесенка Перша,Вознесенка-Первая,沃茲涅先卡佩爾沙",PPL,1044,46.1316,29.47882
Vinogradnoye,"Vinogradne,Vinogradnoe,Vinogradnoye,Виноградне,Виноградное",PPL,1494,44.48149,34.12973
Verkhniy Yasenov,"Jasienow,Verkhnij Jasenov,Yasenuv Gurny,Верхний Ясенов",PPL,1205,48.16156,24.94532
Velykodolynske,"Bol'shaya Akkarzha,Bol’shaya Akkarzha,Gros-Libental,Gross-Libental',Gross-Libental’,Spartakovka,Velikodolins'ke,Velikodolinskoye,Velykodolinske,Velykodolynske,Vélykodolynské,Великодолинське",PPL,13856,46.34642,30.57902
Velyki Sorochyntsi,"Bol'shie Sorochincy,Bol'shiye Sorochintsy,Bol’shiye Sorochintsy,Veliki Sorochinci,Velikiye Sorochintsy,Velyki Sorochyntsi,Verkhniye Sorochintsy,Большие Сорочинцы,Великі Сорочинці",PPL,4050,50.02314,33.94144
Velyka Buda,"Buda Mare,Velika Buda,Velikaja Buda,Velyka Bouda,Vélyka Bouda,Велика Буда,Великая Буда",PPL,1291,48.14793,26.0973
Velyka Bilozerka,"Velika Bilozerka,Velikaja Belozjorka,Velyka Bilozerka,Vélyka Bilozerka,Велика Білозерка,Великая Белозёрка",PPLA2,6200,47.27572,34.68457
Turgenevka,"Teberti,Turgenevka,Теберти́,Тургеневка,Тургенєвка",PPL,1359,44.69747,33.83007
Turbiv,"Tourbiv,Turbiv,Turbov,Турбов,Турбів",PPL,6166,49.34078,28.71831
Tsvitkove,"Cvetkovo,Cvitkove,Svoboda,Tsvitkove,Tsvitkové,Zwitkowe,Свобода,Цветково,Цвіткове",PPL,1157,49.1549,31.53192
Trykraty,"Skarzhinka,Trikrati,Trikraty,Trixraty,Trykraty,Трикрати,Трикраты",PPL,2009,47.71678,31.4064
Varash,"Kuznecovs'k,Kuznetsovs'k,Kuznetsovsk,Kuznetsovs’k,Varash,Вараш,Кузнецовськ",PPLA2,42000,51.3509,25.84738
Shyrokolanivka,"Karl Libknekhta,Landau,Shirokolanivka,Shirokolanovka,Shyrokolanivka,Широколановка,Широколанівка",PPL,1833,47.16609,31.43171
Shypyntsi,"Shipentsi,Shipinci,Shipincy,Shipintsy,Shypyntsi,Sipenit,Șipeniț,Шипинцы,Шипинці",PPL,3160,48.37598,25.75018
Savran,"Savran,Savran',Саврань",PPLA2,6264,48.1293,30.0833
Sadove,"Al't-El'ft,Fere-Champenoise II,Fersampenuaz-Mare,Fersampenuazul Mare,Fershampenazul Mare,Ferşampenuaz-Mare,Ferșampenuazul Mare,Neu-elft,Sadove,Sadoveh,Sadovoye,Sadowe,Shampanauz,sa duo wei,Альт-Ельфт,Садове,Садовэ,Шампанауз,薩多韋",PPL,1020,46.01999,29.27624
Roylyanka,"Raileanca,Roilianka,Rojljanka,Roïlianka,Răileanca,luo yi liang ka,Ройлянка,羅伊良卡",PPL,1746,46.28821,29.79365
Rodnikovo,"Rodnikove,Rodnikovo,Staryj Kulchuk,Родникове,Родниково,Старый Кулчу́к",PPLA3,3492,45.04296,33.95407
Ripky,"Reoki,Repki,Ripki,Ripky,Репки,Ріпки",PPL,7708,51.80105,31.08383
Rakiv Lis,"Rakiv Lis,Rakov Les,Rakovy Lyas,Раків Ліс",PPL,2958,51.62174,24.92427
Pukhivka,"Pukhivka,Pukhovka,Пуховка,Пухівка",PPL,1996,50.6097,30.7177
Ivanivka,"Ivanivka,Ivanovka,Pokrovka,Іванівка,Ивановка",PPL,1341,46.6541,31.66495
Pohrebyshche,"Pogrebishhe,Pohrebychtche,Pohrebyschtsche,Pohrebyszcze,Pohrébychtché,Погребище",PPLA2,9620,49.48508,29.25988
Pysarivka,"Pisarevka,Pisarivka,Pysarivka,Писаревка,Писарівка",PPL,1677,48.04988,29.04549
Perehonivka,"Peregonivka,Peregonovka,Perehonivka,Перегоновка,Перегонівка",PPL,3354,48.53218,30.52091
Orativ,"Orativ,Oratov,Оратов,Оратів",PPLA2,2786,49.18594,29.52889
Novoselivka,"Novoselivka,Novoselovka,Novosselivka,Novossélivka,Novosëlovka,Новоселівка",PPL,1257,47.16395,30.82627
Poltavka,"Novopokrovka,Poltavka,Новопокро́вка,Полтавка",PPLA3,1937,45.35133,34.18371
Neresnytsia,"Neresnicja,Neresnitsa,Neresnytsia,Neresnytsya,Nizhnya Novoselitsa,Novoselice,Novoselitsa,Нересниця",PPL,3617,48.12261,23.77425
Moloha,"Molga,Mologa,Moloha,mo luo jia,Молога,Մոլոգա,莫洛加",PPL,2046,46.21653,30.23078
Myrne,"Frejdental',Freudental,Freydental',Freydental’,Mikolaivka,Mirne,Mirnoye,Myrne,Mîrne,mi er nie,Миколаївка,Мирне,Фрейденталь,米爾涅",PPL,2443,46.4681,30.37136
Mena,"Mena,Мена",PPL,11096,51.5217,32.21568
Lysyanka,"Lisjanka,Lysjanka,Lyssianka,Лисянка,Лысянка",PPLA2,7737,49.25045,30.82782
Lutsk,"Loetsk,Loutsk,Luc'k,Luck,Luckas,Lucko,Luts'k,Lutsk,Luts’k,Luzk,UCK,lwzq,Łuck,Луцк,Луцьк,לוצק",PPLA,213661,50.75932,25.34244
Lepetykha,"Lepetikha,Lepetykha,Лепетиха",PPL,1190,47.32739,33.05024
Krasnyi Luch,"Khrustal'nij,Khrustalnyi,Krasni Luc,Krasni Luč,Krasnij Luch,Krasniluch,Krasny Luch,Krasnyi Luch,Krasnyj luch,Krasnyy Luch,Krassntjlutsch,Красний Луч,Красный луч,Хрустальний",PPL,90005,48.13954,38.93715
Krasne,"Krasne,Krasnoe,Krasnoye,Красне,Красное",PPL,6250,49.91447,24.6134
Kolochava,"Alsokalocsa,Alsókalocsa,Kolocava,Kolochava,Koločava,Nizhni Kolochava,Колочава",PPL,4839,48.42685,23.69769
Karapchiv,"Karapchev,Karapchiu,Karapchiv,Karapchov,Karapchu,Карапчів",PPL,2092,48.08149,25.84169
Kamiane,"Kamyane,Kam'jane,Kamennoe,Kamennoye,Kamiane,Kam”yane,Millerovo,Каменное,Кам’яне",PPL,3116,48.16829,39.16537
Iza,"Iza,Іза,Иза",PPL,5237,48.21525,23.32867
Ispas,"Ispas,Іспас,Испас",PPL,5625,48.29881,25.26941
Hnizdychiv,"Gnezdychev,Gnizdichev,Gnizdichiv,Gnizdychuv,Hnizdychiv,Гнездычев,Гніздичів",PPL,4007,49.33742,24.10786
Handrabury,"Gandrabura,Gandraburi,Gandrabury,Gondrabura,Handrabury,Гандрабури",PPL,2477,47.71728,29.86808
Furmanivka,"Fourmanivka,Furmanca,Furmanivka,Furmaniwka,Furmanka,Furmanovka,Orman,fu er ma ni fu ka,Орман,Фурманка,Фурмановка,Фурманівка,富爾馬尼夫卡",PPL,1468,45.63562,29.2349
Mirnovka,"Dzhurgun,Mirnivka,Mirnovka,Джургу́н,Мирновка,Мирнівка",PPLA3,1259,45.69083,34.30966
Doroshivka,"Arnautovka,Dorochivka,Doroshevka,Doroshivka,Doroshëvka,Дорошівка",PPL,2083,47.47565,31.4644
Chudniv,"Chudniv,Chudnov,Cudniv,Tschudnow,Чуднов,Чуднів",PPLA3,5448,50.05204,28.11745
Chernihivka,"Chernigivka,Chernigovka,Tchernihivka,Tschernihiwka,Черниговка,Чернігівка",PPLA2,5813,47.19451,36.21648
Chelyadinovo,"Cheljabincevo,Cheljadinove,Cheljadinovo,Chelyadinovo,Tobechik,Тобечи́к,Челя́бинцево,Челядиново,Челядінове",PPLA3,785,45.20729,36.3762
Bystrytsia,"Bistricja,Bystrica,Bystritsa,Bystrytsia,Bystrytsya,Бистриця,Быстрица",PPL,1016,48.45979,24.246
Buryn,"Burin',Buryn,Buryn',Buryn’,Буринь,Бурынь",PPLA3,8359,51.19912,33.83523
Brovary,"Bravary,Brovarai,Brovari,Brovary,Brovarî,Brovarı,Browary,beulobali,brovari,brwfary,brwwary,bu luo wa li,burovuarui,Бравары,Бровари,Бровары,Броварі,Բրովարի,ברובארי,بروفاري,بروواری,ბროვარი,ブロヴァルィー,布羅瓦里,브로바리",PPLA2,88506,50.51809,30.80671
Borodianka,"Borodianka,Borodjanka,Borodyanka,Бородянка",PPL,12069,50.64484,29.9201
Yakymivka,"Akimivka,Akimovka,Akimowka,Jakimivka,Yakymivka,Акимовка,Якимівка",PPLA2,11481,46.7011,35.16334
Dumeny,"Doumeny,Doumény,Dumeni,Dumeny,Думени,Думены",PPL,1186,48.22174,26.50091
Lebedyn,"Lebedin,Lebedina,Lebedine,Lebedyn,Lebedîn,Lebedın,lbdyn,lebedini,lie bie jin,Łebedyn,Лебедин,Լեբեդին,لبدین,ლებედინი,列別金",PPL,24238,50.58518,34.4849
Zolotyy Potik,"Potok Zloty,Potok Złoty,Zolotii Potik,Zolotij Potik,Zolotoj Potok,Zolotyi Potik,Zolotyï Potik,Zolotîi Potik,Золотий Потік,Золотой Поток",PPL,2363,48.90672,25.3419
Zhvanets,"Jvanet,Jvaneț,Schwanez,Zhvanec,Zhvanec',Zhvanets,Zvanecʻ,Zvanets,Zwaniec,ri wa nie qi,Żwaniec,Žvanets,Жванец,Жванець,Ժվանեց,日瓦涅齊",PPL,1529,48.54968,26.48744
Yezupil,"Ezupil',Ezupol',Jezupol,Yezoupil,Yézoupil,Zhovten',Єзупіль,Езуполь,Жовтень",PPL,2792,49.04154,24.78102
Mykhaylivka,"Mikhajlivka,Mikhajlovka,Mykhailivka,Mykhaïlivka,Uljanivka,Михайловка,Михайлівка,Улянівка",PPL,1574,47.13689,31.62523
Shevchenkove,"Bulatselivka,Bulazelewka,Shevchenkove,Shevchenkovo,Шевченкове,Шевченково",PPL,7090,49.69524,37.17513
Sheshory,"Sheshori,Sheshory,Шешори,Шешоры",PPL,1984,48.32428,24.97016
Shcherbanka,"El'zas,El’zas,Shcherbanka,Shherbanka,Щербанка",PPL,1436,46.69534,30.18889
Ruch’i,"Kopkary Nemeckie,Ruch'i,Ruch’i,Копкары́ Неме́цкие,Ручьи,Руч’ї",PPLA3,1047,45.78564,33.66093
Romodan,"Romodan,Ромодан",PPL,2771,49.99135,33.32626
Porohy,"Porogi,Porohy,Porokhi,Porokhy,Пороги",PPL,3004,48.68493,24.25158
Poshtove,"Basartschik,Basartschyk,Bazarchik,Bazarchyk,Bazarciq,Bazartchik,Bazartchyk,Bazartschikar,Bazarçıq,Pochtovoe,Pochtovoye,Poschtowe,Poshtove,Базарчи́к,Почтовое,Поштове",PPLA3,3086,44.8354,33.96159
Pishcha,"Pishcha,Pishha,Piszcza,Пища,Піща",PPL,1162,51.60928,23.82079
Piskivka,"Peskovka,Peskovskiv Zavod,Piskivka,Пісківка",PPLA3,6889,50.69378,29.61934
Parkhomivka,"Parkhomivka,Parkhomovka,Пархомовка,Пархомівка",PPL,3679,50.12305,35.00563
Orzhytsya,"Orjytsia,Orzhica,Orzhicja,Оржица,Оржиця",PPLA2,3488,49.78949,32.69794
Olesko,"Oles'ko,Olesko,ao lie xi ke,Олеско,Олесько,אולסקו,奧列西科",PPL,1442,49.96233,24.89336
Novomyrhorod,"Novomirgorod,Novomirhorod,Novomyrhorod,Novomîrhorod,Novomırgorod,Novomırhorod,Nowomyrhorod,novomirgorodi,nwbwmyrhwrwd,nwwwmyrhwrwd,xin mi er huo luo de,Новомиргород,Նովոմիրգորոդ,נובומירהורוד,نووومیرهورود,ნოვომირგოროდი,新米爾霍羅德",PPLA2,11117,48.81692,31.64985
Voskhod,"Najleben,Voskhod,Восход,Найле́бен",PPLA3,4808,45.50999,34.39355
Novoaidar,"Novoaidar,Novoajdar,Novoaydar,Новоайдар",PPLA2,0,48.96402,39.00559
Novoestoniia,"Novaja Ehstonija,Novaya Estoniya,Novoestoniia,Novoestonija,Novoestoniya,Но́вая Эсто́ния,Новоестонія",PPL,1027,45.49965,34.24332
Nyzhni Sirohozy,"Nizhni Sirogozi,Nizhnie Serogozy,Nyjni Sirohozy,Нижние Серогозы,Нижні Сірогози",PPLA2,4700,46.84585,34.37489
Mykolayivka,"Mikolaivka,Mykolaivka,Mykolaïvka,Nicolaeni,Nicolăeni,Nikolaevka,mi ke la yi fu ka,Миколаївка,Николаевка,米科拉伊夫卡",PPL,1678,46.37305,29.40531
Mashivka,"Machivka,Mashevka,Masivka,Машевка,Машівка",PPLA2,3721,49.44407,34.87157
Mar’yanovka,"Mar'janivka,Mar'janovka,Mar'yanovka,Mare,Маре́,Марьяновка,Мар’янівка",PPLA3,2494,45.44627,34.29474
Malodolynske,"Klein-Libental',Klein-Libental' Kurort,Klein-Libental’,Klein-Libental’ Kurort,Kleyn-Libental',Kleyn-Libental’,Malodolins'ke,Malodolinskoye,Malodolyns'ke,Malodolynske,Malodolyns’ke,Малодолинське",PPL,3177,46.35638,30.63108
Mala Tokmachka,"Mala Tokmachka,Malaja Tokmachka,Malaya Tokmachka,Мала Токмачка,Малая Токмачка",PPL,2912,47.53559,35.90223
Luhanske,"Lugans'ke,Luganskaya,Luganskoe,Luganskoje,Luganskoye,Luhans'ke,Luhanske,Luhans’ke,Луганское,Луганське",PPL,2604,48.44574,38.26153
Lypova Dolyna,"Lipova Dolina,Lipovaja Dolina,Lipovaya Dolina,Lypova Dolyna,Липова Долина,Липовая Долина",PPLA3,5199,50.56428,33.79793
Lymans’ke,"Frecatei,Frecăței,Frikacej,Limans'ke,Limanske,Limanskoe,Lymanske,Lymanské,Лиманске,Лиманское,Лиманське,Фрікацей",PPL,3302,45.42951,28.41331
Lisky,"Leski,Liski,Lisky,Liskî,Lycostoma,Lykostoma,li si ji,Λυκοστόμα,Лески,Ліски,利斯基",PPL,1931,45.46307,29.486
Lebedyn,"Lebedin,Lebedyn,Лебедин",PPL,4402,48.9628,31.52575
Lazurne,"Lazourne,Lazourné,Lazurne,Lazurnoe,Novooleksiivka,Novooleksiyivka,Sofiivka,Лазурне,Лазурное,Новоолексіївка,Софіївка",PPL,3119,46.0829,32.52559
Kulykiv,"Kulikiv,Kulikov,Kulikuv,Kulykiv,Куликів",PPL,3763,50.31424,24.81757
Krinichnaya,"Krinichnaya,Krinitschnaja",PPL,4530,48.12899,38.02597
Krynychky,"Krinichki,Krynychky,Кринички",PPL,1045,47.07241,31.73318
Ostrytsya,"Cotul Ostritei,Cotul Ostriței,Ostrica,Ostricja,Ostrytsia,Острица,Остриця",PPL,2368,48.28333,26.05
Kosiv,"Cosau,Cosău,Kosiv,Kosiva,Kosov,Kosow,Kossiv,Kossiw,Kosów,ke suo fu,kwsyf,qwswb,Косов,Косів,Կոսով,קאסאוו,קוסוב,کوسیف,კოსოვი,科索夫",PPLA2,8522,48.32051,25.09109
Korniyivka,"Karneyevka,Korneevka,Korneyevka,Korniivka,Korniyivka,Корнеевка,Корніївка",PPL,1137,50.41661,31.46261
Kamyanyy Mist,"Kam'janij Mist,Kamennyj Most,Kamianyi Mist,Kamianyï Mist,Кам'яний Міст,Каменный Мост",PPL,1535,47.90786,30.78891
Kaplivka,"Kapilauka,Kaplevka,Kaplivka,Каплівка",PPL,1461,48.44739,26.51098
Kamyana,"Camena,Kam'jana,Kamennaja,Kamiana,Кам'яна,Каменная",PPL,2956,48.23286,25.85035
Irpin,"Dachi Irpen',Dachi Irpen’,Irpen,Irpen',Irpen’,Irpien,Irpień,Irpin,Irpin',Irpina,Irpinj,Irpin’,Irpiń,Irpiņa,Irpiň,ayrpyn,yi er ping,İrpin,Ірпінь,Ирпень,Ирпињ,Իրպեն,ایرپین,ირპენი,伊爾平",PPL,62456,50.52175,30.25055
Ilychyovo,"Il'ichjovo,Illicheve,Ilychyovo,Karakuj,Іллічеве,Ильичёво,Караку́й",PPLA3,1858,45.28348,35.73864
Ilyichevo,"Il'ichjovo,Illicheve,Ilyichovo,Kijanly,Іллічеве,Ильичёво,Киянлы́",PPLA3,938,45.24524,35.07127
Hvardiiske,"Gvardeiskoie,Gvardejskoe,Gvardeyskoye,Gvardeïskoïe,Gvardijs'ke,Gwardiejskoje,Hvardiiske,Hvardijske,Hvardiïske,Hwardijske,Hwardijśke,Sarabuz,Spat,ge wa er ji xi ke,Гвардейское,Гвардійське,Сарабуз,Спат,格瓦爾季西克",PPLA3,12589,45.11692,34.02188
Dzhankoi,"Dschankoj,Dshankoi,Dzhanhoi,Dzhankoi,Dzhankoj,Dzhankoy,Джанкой",PPLA2,41731,45.7131,34.39273
Yaremche,"Giaremtse,Jaremcha,Jaremche,Jaremcze,Yaremtche,Yaremtché,Γιαρέμτσε,Яремча,Яремче",PPL,8094,48.44886,24.55335
Dobrovelychkivka,"Dobrovelichkivka,Dobrovelichkovka,Dobrovelytchkivka,Dobrovélytchkivka,Revuc'ke,Revuckoe,Добровеличковка,Добровеличківка,Ревуцкое,Ревуцьке",PPLA2,5575,48.38939,31.18039
Dobropillia,"Dobropillia,Dobropillja,Dobropillya,Dobropol'e,Dobropol'ye,Dobropol’ye,Krasnoarmeyskiy Rudnik,Доброполье,Добропілля",PPL,28757,48.46147,37.08524
Dobrynivtsi,"Dobrinivci,Dobronauti,Dobronăuți,Dobrynivtsi,Dobrynovcy,Добринівці,Добрыновцы",PPL,1528,48.48305,26.01971
Chop,"Chop,Ciop,Cop,Csap,Czop,Tchop,Tschop,Čop,Чоп",PPL,8765,48.4316,22.20446
Viitivka,"Chapayevka,Viitivka,Vijtivka,Viytivka,Voytovka,Війтівка",PPL,4434,48.42257,29.54497
Boromlia,"Boromlia,Boromlja,Boromlya,Боромля",PPL,4070,50.61839,34.97042
Bohdanivka,"Bogdanivka,Bogdanovka,Bohdanivka,Богданівка",PPL,1839,47.81731,31.13152
Blahodatne,"Blagodatne,Blagodatnoye,Blahodatne,Blazodatnoye,Благодатне",PPL,1746,47.99414,31.14662
Bezimenne,"Bezimenne,Bezimennoye,Bezymennoe,Bezymennoye,Bezymenovka,Безыменное,Безіменне",PPL,2638,47.10724,37.93966
Bila Krynytsya,"Belaja Krinica,Bila Krinicja,Bila Krynytsia,Белая Криница,Біла Криниця",PPL,1218,47.34934,33.19722
Baryshivka,"Barishivka,Baryshevka,Baryshivka,Lipnyaki,Баришівка,Барышевка",PPL,10762,50.36098,31.32173
Bahna,"Bagna,Bahna,Багна",PPL,1237,48.22404,25.2321
Babyn,"Babin,Babino,Babyn,Бабин",PPL,2143,48.52464,26.85673
Babanka,"Babanka,Бабанка",PPL,2187,48.71034,30.43983
Andrushky,"Andrushki,Andrushky,Андрушки",PPLA3,0,49.88195,29.34349
Zatoka,"Bugaz,Satoka,Zatoka,Затока",PPL,1959,46.07016,30.46265
Vovkovyntsi,"Volkovincy,Vovkovinci,Vovkovyntsi,Вовковинці,Волковинцы",PPL,2458,49.20656,27.6556
Vyshnivets,"Vishnevec,Vishnivec',Vychnivets,Wisniowiec,Вишневец,Вишнівець",PPL,3211,49.90087,25.74384
Vynohradivka,"Koloniya Novo-Dantsig,Novo-Dantsig,Vinogradivka,Vinogradovka,Vynohradivka,Виноградівка",PPL,1388,47.19281,32.265
Vynohradne,"Hasan Batar,Hasan-Batar,Hasan-Batâr,Khasan Batur,Khasan-Batir,Sambatir,Vinogradne,Vinogradnoe,Vynohradne,Vynohradné,Wynohradne,wei nuo ge la de nie,Виноградне,Виноградное,Самбатир,Хасан Батър,Хасан-Батир,Վինոգրադնոե,維諾格拉德涅",PPL,2144,45.80776,28.99473
Velykyi Burluk,"Bol'shoy Burluk,Bolshoi Burlak,Bol’shoy Burluk,Velikij Burluk,Velikij Vurluk,Velikiy Burlok,Velikiy Burluk,Velykyi Burluk,Velykyy Burluk,Великий Бурлук,Великий Вурлук",PPL,4821,50.0617,37.38373
Tysmenychany,"Tismenichani,Tysmenichany,Tysmenychany,Тисменичани",PPL,2944,48.77096,24.66449
Torkanivka,"Tarkanovka,Torkanivka,Torkanovka,Торкановка,Торканівка",PPL,1061,48.32094,29.15567
Terny,"Terni,Terny,Tërny,Терни",PPL,3661,50.98916,33.9707
Terny,"Terny,Терны",PPLA3,0,49.09226,37.96081
Teresva,"Tarackoez,Taracköz,Teresva,Téresva,Тересва",PPL,7547,47.99769,23.69904
Teplovka,"Kontugan,Teplivka,Teplovka,Контуга́н,Тепловка,Теплівка",PPL,1755,45.03239,33.69588
Striletskyy Kut,"Cotul-Vanatori,Cotul-Vânători,Streleckij Kut,Strilec'kij Kut,Striletskyi Kout,Striletskyï Kout,Стрелецкий Кут,Стрілецький Кут",PPL,2069,48.33192,25.82043
Strabychovo,"Strabichevo,Strabichovo,Strabichëvo,Strabychove,Strabychovo,Страбичово",PPL,3255,48.38993,22.5494
Temriuk,"Starchenkove,Starchenkovo,Temriouk,Temriuk,Temrjuk,Temryouk,Temryuk,Temryuk-Rossiyskiy,jie mu liu ke,si ta er qin ke wei,Старченкове,Старченково,Темрюк,捷姆留克,斯塔尔琴科韦,斯塔爾琴科韋",PPL,1876,47.26507,36.98016
Serednie Vodiane,"Seredne Vodjane,Seredneh Vodjane,Serednie Vodiane,Serednye Vodyane,Sredneye Vodyanoye,Середнэ Водяне,Середнє Водяне",PPL,5465,47.98293,23.90904
Solotvyn,"Solotvin,Solotvyn,Solotwina,Sołotwina,Солотвин",PPL,3729,48.7063,24.42164
Sniatyn,"Sniatyn,Snjatin,Snjatyn,Śniatyn,Снятин,Снятын",PPLA2,9942,48.44883,25.55994
Sizovka,"Saja,Sizivka,Sizovka,Сая,Сизiвка,Сизовка",PPLA3,1814,45.34892,33.87669
Shpykiv,"Chpykiv,Shpikiv,Shpikov,Шпиков,Шпиків",PPL,2974,48.78411,28.56359
Zhovti Vody,"Geltonieji Vandenys,Jovti Vodi,Jovti Vody,Jovti Vodî,Jovti Vodı,Scholti Woody,Schowti Wody,Zhjoltye Vody,Zholtie vodi,Zhovta Rika,Zhovti Vodi,Zjovti Vody,Zolte Wody,Zovti Vodi,Zovti Vody,Zyoltie Vodi,jwfty fwdy,zhwfty wwdy,Żółte Wody,Žovti Vodi,Žovti Vody,Жовта Ріка,Жовти Води,Жовті Води,Жолтие води,Жёлтые Воды,Ժյոլտիե Վոդի,جوفتي فودي,ژوفتی وودی,ჟოლტიე-ვოდი,ジョーウチ・ヴォーディ",PPL,42901,48.34518,33.49743
Zarichne,"Pogost Zazhechny,Pogost-Zarechnyy,Pohost Zarzeczny,Zarechnoye,Zarichne,Zaricne,Зарічне",PPL,7345,51.8126,26.12902
Zaozyornoye,"Gaɣa Bojnaq,Jaly-Mojnak,Yaly-Moinak,Zaozerne,Zaozernoe,Zaozyornoye,Ğaɣa Bojnaq,Заозерне,Заозерное,Ялы́-Мойна́к",PPL,4332,45.15816,33.27866
Zaliztsi,"Zalizci,Zaliztsi,Zalosce,Zalozhcy,Załośce,Заложцы,Залізці",PPL,2540,49.80074,25.38387
Zaliznychne,"Bolgarijka,Bulgarica,Bulgărica,Salisnytschne,Zaliznichne,Zaliznichnoe,Zaliznytchne,Zaliznytchné,zalyznytshny,zha li zi ni qi nie,Болгарийка,Зализничное,Залізничне,زاليزنيتشني,扎利茲尼奇涅",PPL,3487,45.74876,28.61436
Yerky,"Ehrki,Erki,Yerky,Ерки,Эрки",PPL,3893,48.98606,30.99579
Yelyzavethradka,"Elizavetgradka,Yelyzavethradka,Yélyzavethradka,Єлизаветградка,Елизаветградка",PPL,1205,48.80085,32.40433
Voronivka,"Voronivka,Voronovka,Вороновка,Воронівка",PPL,1394,47.65591,31.41348
Vendychany,"Vendiceani,Vendichani,Vendichany,Vendytchany,Vendîceanî,Вендичани,Вендичаны",PPL,3768,48.6152,27.79394
Velykyy Bychkiv,"Bocicoiu Mare,Nagybocsko,Nagybocskó,Velikij Bichkiv,Velikij Bychkov,Velykui Bytchkiv,Vélykuï Bytchkiv,Великий Бичків,Великий Бычков",PPL,9255,47.96821,24.01061
Velyka Pysarivka,"Bol'shaya Pisarevka,Bol’shaya Pisarevka,Velika Pisarivka,Velikaya Pisarevka,Velyka Pysarivka,Велика Писарівка",PPL,5235,50.4243,35.47989
Vasilyevka,"Vasil'evka,Vasilivka,Vasilyevka,Васильевка,Василівка",PPLA3,1331,45.13938,34.72291
Vasylkiv,"Vasil'kiv,Vasil'kov,Vasilikov,Vasilkiv,Vasilkiva,Vasilkov,Vasil’kov,Vasiļkiva,Vassylkiv,Vasyl'kiv,Vasylkiv,Vasylkivas,Vasyl’kiv,Vasîlkiv,Vasılkiv,Wassilkow,Wassylkiw,Wasylkow,Wasylków,fasylkyf,vuasuirikiu,wa xi li ji fu,wasylkyf,Васильков,Васильків,Васиљкив,Վասիլկով,فاسيلكيف,واسیلکیف,ვასილკოვი,ヴァスィリキーウ,瓦西里基夫",PPL,37310,50.18693,30.31346
Vashkivtsi,"Vachkivtsi,Vascauti,Vashkivtsi,Vashkouts,Vashkoutsi,Vashkovcy,Vashkovtsy,Vaskivci,Vășcăuți,Вашковцы,Вашківці",PPL,5312,48.38386,25.51751
Vanchikivtsi,"Vanchikivci,Vanchikovcy,Vancicautii Mari,Vancicăuții Mari,Vantchykivtsi,Ванчиковцы,Ванчиківці",PPL,2656,48.21571,26.44921
Ustyluh,"Us'tsilug,Uscilug,Ustilug,Ustyluh,Us’tsilug,Uściług,Устилуг",PPL,2082,50.86048,24.15444
Uralo-Kavkaz,"Uralo-Kavkaz,Uralo-Kavkazskiy,Урало-Кавказ",PPL,2472,48.3211,39.80302
Trostianets,"Trostianets,Trostjanec,Trostjanec',Trostjanez,Trostyanets',Trostyanets’,Тростянец,Тростянець",PPL,8151,50.48478,34.96567
Topory,"Topori,Topory,Топори,Топоры",PPL,1109,49.6504,29.31739
Druzhba,"Droujba,Druzba,Druzhba,Drużba,Дружба",PPL,1906,49.36996,25.6381
Stavchany,"Stauceni,Stavchani,Stavchany,Stavtchany,Stăuceni,Ставчани,Ставчаны",PPL,1731,48.39008,26.40319
Staryy Merchyk,"Star.Merchik,Starij Merchik,Staryy Merchik,Staryy Merchyk,Стар.Мерчик,Старий Мерчик",PPL,1709,49.98147,35.75904
Stari Troyany,"Eski Troyan,Stari Troiany,Stari Trojani,Stari Trojany,Stari Troïany,Starye Trojanyy,Traianu Vechi,jiu te luo ya ni,Стари Трояни,Старые Трояныy,Старі Трояни,舊特羅亞尼",PPL,2225,45.67264,29.1787
Stara Kulna,"Kul'na,Kul’na,Stara Koulna,Stara Kul'na,Staraya Kul'na,Staraya Kul’na,Стара Кульна",PPL,1067,47.69476,29.31494
Serednye,"Seredne,Serednie,Seredné,Srednee,Szerednye,Sérednié,Середнє,Среднее",PPL,4336,48.54006,22.50441
Solnechnogorskoye,"Kuru-Uzen',Quru OEzen,Quru Özen,Solnechnogorskoe,Solnechnogorskoye,Sonjachnogirs'ke,Куру́-Узе́нь,Солнечногорское,Сонячногірське",PPL,1150,44.74722,34.53999
Slobidka,"Poselok Slobodka,Posëlok Slobodka,Slobidka,Slobodka,Слободка,Слобідка",PPL,2336,47.88372,29.344
Skala-Podilska,"Skala,Skala Podolska,Skala-Podil's'ka,Skala-Podilska,Skala-Podol'skaja,Skala-nad-Zbruchem,Skale,Skała Podolska,Скала-Подольская,Скала-Подільська,Скала-над-Збручем",PPL,4174,48.85014,26.20064
Shumsk,"Choumsk,Shums'k,Shumsk,Szumsk,Шумск,Шумськ",PPLA2,5470,50.11775,26.11792
Rudne,"Rudno,Рудно",PPL,7350,49.83333,23.9
Kurakhove,"Kourakhove,Kurachove,Kurachowe,Kurahove,Kurakhove,Kurakhovo,Kurakhovstroy,Kuraxovo,Novo-Ulakly,Petrovka,Roy,Roya,ku la huo wei,kwrakhwfh,Курахове,Курахово,Կուրախովո,کوراخوفه,კურახოვო,庫拉霍韋",PPL,18506,47.98437,37.27909
