name,latitude,longitude,inf_type
Naberezhne,45.1413575,36.4155585,City/Town
Yakovenkove,45.0679925,36.3194248,City/Town
Illicheve,45.2800334,35.7314323,City/Town
Kalynivka,45.3252694,35.7435509,City/Town
Kirove,45.2236268,35.8413412,City/Town
Vulkanivka,45.139852,35.9430458,City/Town
Yarke,45.1379549,35.8534955,City/Town
Krasnohirka,45.2445392,35.8096368,City/Town
Korolove,45.2780545,35.7815279,City/Town
Leninske,45.2554535,35.9157332,City/Town
Fontan,45.2678904,36.0265444,City/Town
Luhove,45.2352229,35.7220174,City/Town
Yerofieieve,45.2062069,35.6535716,City/Town
Marfivka,45.1975655,36.0926405,City/Town
Novoselivka,45.245595,36.0996861,City/Town
Prudnykove,45.1570707,36.0804571,City/Town
Marivka,45.1120525,36.2372437,City/Town
Borysivka,45.1004823,36.2331921,City/Town
Viaznykove,45.1112606,36.2537436,City/Town
Ptashkyne,45.1652527,36.1840017,City/Town
Mysove,45.4451335,35.8389586,City/Town
Azovske,45.4044073,35.8783055,City/Town
Zavodske,45.3457975,35.7336283,City/Town
Semenivka,45.3853302,35.7590318,City/Town
Novomykolaivka,45.3096402,36.0584089,City/Town
Oktiabrske,45.3618449,36.3553511,City/Town
Pryozerne,45.2723972,36.3353459,City/Town
Semysotka,45.2456905,35.5643967,City/Town
Kamianske,45.2804025,35.520337,City/Town
Lvove,45.2631915,35.4712393,City/Town
Petrove,45.2254068,35.5328044,City/Town
Soliane,45.3267855,35.4155272,City/Town
Frontove,45.197285,35.4524325,City/Town
Uvarove,45.2614838,35.6649619,City/Town
Cheliadinove,45.2042512,36.3751264,City/Town
Ohonky,45.1932336,36.323849,City/Town
Chystopillia,45.3647828,36.1825083,City/Town
Zatyshne,45.3735985,36.1738335,City/Town
Libknekhtivka,45.3354656,36.214454,City/Town
Tasunove,45.3133181,36.2236979,City/Town
Nyzhnohirskyi,45.4484456,34.7402301,City/Town
Zelene,45.4653768,34.7335402,City/Town
Liniine,45.4821936,34.7159189,City/Town
Yakymivka,45.533545,34.8192551,City/Town
Dvorichchia,45.5070869,34.8156495,City/Town
Luzhky,45.5404629,34.8508802,City/Town
Drofyne,45.2858277,34.6142691,City/Town
Strepetove,45.2719857,34.6095511,City/Town
Yastrubky,45.2913571,34.5740774,City/Town
Omelianivka,45.5316448,34.8984431,City/Town
Zheliabovka,45.4024697,34.7615972,City/Town
Lomonosove,45.4020344,34.6834172,City/Town
Zhemchuzhyna,45.2751779,34.6570178,City/Town
Piny,45.2526455,34.6445543,City/Town
Pryrichne,45.2749885,34.7100717,City/Town
Zorkine,45.5451985,34.7060716,City/Town
Mezhove,45.5175194,34.7103015,City/Town
Nizhynske,45.5777291,34.7281945,City/Town
Shyroke,45.5625447,34.7838865,City/Town
Ivanivka,45.3764713,34.7228389,City/Town
Zarichchia,45.3552363,34.7054401,City/Town
Tambovka,45.3662439,34.7284897,City/Town
Tarasivka,45.3352391,34.7319028,City/Town
Izobilne,45.5702437,34.9435667,City/Town
Kistochkivka,45.3139846,34.6755211,City/Town
Frunze,45.3033389,34.7102349,City/Town
Lystvynne,45.4791994,34.8101607,City/Town
Kyrsanivka,45.4950653,34.8175428,City/Town
Tsvitushche,45.497009,34.8717909,City/Town
Mytrofanivka,45.4514843,34.6733018,City/Town
Burevisnyk,45.4452929,34.6495407,City/Town
Plodove,45.4496654,34.7203253,City/Town
Rozlyvy,45.458998,34.7224697,City/Town
Chervone,45.472593,34.6648157,City/Town
Mykhailivka,45.5291861,34.6392557,City/Town
Kuntseve,45.5462359,34.6643845,City/Town
Uiutne,45.5195224,34.5908177,City/Town
Novohryhorivka,45.4506049,34.6026589,City/Town
Vladyslavivka,45.4699392,34.6021526,City/Town
Korinne,45.4407011,34.5452776,City/Town
Okhotske,45.4849761,34.8598882,City/Town
Rodnyky,45.469823,34.8454427,City/Town
Pshenychne,45.6464918,34.8383243,City/Town
Dvorove,45.62549,34.8954606,City/Town
Liubymivka,45.6327734,34.928698,City/Town
Slyvianka,45.6598278,34.8747695,City/Town
Sadove,45.3032821,34.6482992,City/Town
Kukurudziane,45.3707911,34.6395776,City/Town
Sierove,45.3269532,34.6714303,City/Town
Uvarivka,45.4520437,34.7868994,City/Town
Novoivanivka,45.4598687,34.8020489,City/Town
Simiane,45.460056,34.7627514,City/Town
Chkalove,45.6034783,34.830774,City/Town
Velykosillia,45.6212753,34.7448539,City/Town
Zalyvne,45.5722051,34.872956,City/Town
Kovrove,45.6144243,34.9011803,City/Town
Luhove,45.6024412,34.8855133,City/Town
Stepanivka,45.5957002,34.8877443,City/Town
Pervomaiske,45.716423,33.8636992,City/Town
Makarivka,45.739615,33.8796286,City/Town
Pshenychne,45.6897157,33.8876417,City/Town
Uporne,45.7014841,33.882958,City/Town
Oleksiivka,45.5814959,33.6323578,City/Town
Pryvilne,45.6546216,33.655482,City/Town
Abrykosove,45.6922739,34.1018103,City/Town
Voikove,45.511647,33.8810831,City/Town
Vidkryte,45.4338626,33.832155,City/Town
Dmytrivka,45.5128288,33.8429377,City/Town
Hvardiiske,45.588565,33.9791451,City/Town
Bratske,45.5847515,33.933359,City/Town
Olenivka,45.5773516,34.0470365,City/Town
Hryshyne,45.646472,33.8300029,City/Town
Vypasne,45.6230486,33.9035287,City/Town
Frunze,45.6472732,33.8651156,City/Town
Kalinine,45.7428032,33.7741012,City/Town
Levitanivka,45.7185606,33.8114973,City/Town
Kormove,45.4959237,33.6109242,City/Town
Tykhonivka,45.4953684,33.5590287,City/Town
Chapaieve,45.5120478,33.6248924,City/Town
Krestianivka,45.7236032,33.9379144,City/Town
Nova Derevnia,45.7660763,33.9215411,City/Town
Oktiabrske,45.6588085,33.9502977,City/Town
Kamianka,45.6637326,33.9779619,City/Town
Ostrovske,45.7410112,34.0612701,City/Town
Melnychne,45.7661697,34.0328473,City/Town
Snihurivka,45.7807169,34.0735403,City/Town
Pravda,45.7828495,33.8461794,City/Town
Arbuzove,45.7558217,33.8624014,City/Town
Matviivka,45.7516464,33.8123877,City/Town
Stakhanovka,45.3689889,33.9516497,City/Town
Dalnie,45.4354197,34.009556,City/Town
Stepne,45.6501434,33.7744464,City/Town
Krylovka,45.7053777,33.6464732,City/Town
Susanine,45.498974,33.6981583,City/Town
Panfilovka,45.4980409,33.7360388,City/Town
Rivne,45.4991009,33.8025028,City/Town
Sary-Bash,45.5714439,33.7852816,City/Town
Chernove,45.5108528,33.9318807,City/Town
Kashtanivka,45.4345664,33.8855562,City/Town
Sverdlovske,45.4812562,33.9336584,City/Town
Rozdolne,45.7698286,33.4919221,City/Town
Novoselivske,45.4351939,33.5933561,City/Town
Sieverne,45.460844,33.5767833,City/Town
Berezivka,45.57301,33.3414283,City/Town
Nyva,45.5792579,33.2660254,City/Town
Ulianovka,45.5670521,33.3070537,City/Town
Botanichne,45.7869108,33.5512659,City/Town
Kumove,45.8383397,33.6216649,City/Town
Chervone,45.7761523,33.52525,City/Town
Zymyne,45.507159,33.515119,City/Town
Voronky,45.5865272,33.5313117,City/Town
Krasnoarmiiske,45.5526617,33.5007754,City/Town
Ovrazhne,45.5412618,33.5241164,City/Town
Kovylne,45.6893412,33.5271234,City/Town
Vitrianka,45.6610648,33.5739049,City/Town
Volochaivka,45.6927734,33.4715816,City/Town
Molochne,45.7282165,33.454655,City/Town
Sinokisne,45.7321105,33.5188874,City/Town
Kukushkine,45.718595,33.3870783,City/Town
Vohni,45.7682468,33.3872897,City/Town
Ruchi,45.7853442,33.662017,City/Town
Horodnie,45.7536319,33.7007321,City/Town
Komyshne,45.7945996,33.6771618,City/Town
Komunarne,45.7335772,33.6771807,City/Town
Maksymivka,45.7675775,33.6183248,City/Town
Fedorivka,45.7732986,33.6903238,City/Town
Serebrianka,45.6411924,33.4959809,City/Town
Bakhchivka,45.612723,33.4197202,City/Town
Kashtanivka,45.6157162,33.3601108,City/Town
Orlivka,45.6704951,33.3736405,City/Town
Sokoly,45.6469723,33.4352985,City/Town
Chekhove,45.550405,33.4136889,City/Town
Slavne,45.7187824,33.2351588,City/Town
Kotovske,45.6975333,33.1666415,City/Town
Rylieievka,45.6414463,33.2619488,City/Town
Sterehushche,45.7479516,33.2465503,City/Town
Slovianske,45.7275698,33.3199694,City/Town
Avrora,45.7534242,33.2700639,City/Town
Chernyshove,45.7843022,33.4254561,City/Town
Kropotkine,45.8016523,33.4809827,City/Town
Portove,45.8495966,33.4859213,City/Town
Novofedorivka,45.0922266,33.5738748,City/Town
Veresaieve,45.3051037,33.4977938,City/Town
Hlinka,45.2832704,33.5322729,City/Town
Veselivka,45.3766149,33.2079378,City/Town
Vladne,45.3946474,33.2593169,City/Town
Porfyrivka,45.3601379,33.2312806,City/Town
Natashyne,45.4105704,33.2719886,City/Town
Vynohradove,45.3919892,33.6444639,City/Town
Vitrivka,45.3561418,33.6364462,City/Town
Vorobiove,45.3344631,33.2510697,City/Town
Furmanove,45.3127396,33.2237702,City/Town
Shaumian,45.3614732,33.2628141,City/Town
Shyshkyne,45.3129468,33.2026726,City/Town
Heroiske,45.1386647,33.7461201,City/Town
Yarke,45.1617172,33.8048809,City/Town
Dobrushyne,45.3757664,33.3647151,City/Town
Yelyzavetove,45.4473012,33.3575539,City/Town
Izvestkove,45.3333287,33.3184825,City/Town
Soldatske,45.4916887,33.3948505,City/Town
Shalashi,45.4717984,33.4217931,City/Town
Zernove,45.2884132,33.8604649,City/Town
Nyzynne,45.207767,33.911835,City/Town
Ivanivka,45.0725835,33.6611133,City/Town
Zhaivoronky,45.0688312,33.7565377,City/Town
Koltsove,45.3277814,33.4484363,City/Town
Vohneve,45.379851,33.4414284,City/Town
Nyva,45.3280418,33.4247192,City/Town
Krainie,45.2278936,33.8332555,City/Town
Vershynne,45.22443,33.7558305,City/Town
Trudove,45.2364545,33.7577724,City/Town
Krymske,45.1917493,33.7997504,City/Town
Valentynove,45.1370414,33.8404921,City/Town
Ihorivka,45.1620029,33.8388756,City/Town
Stepove,45.1511344,33.8889436,City/Town
Lisnivka,45.155432,33.6207295,City/Town
Volodymyrivka,45.1470456,33.5678835,City/Town
Harshyne,45.2161754,33.5908472,City/Town
Kulykivka,45.218753,33.6110608,City/Town
Pryberezhne,45.1474529,33.5204631,City/Town
Mytiaieve,45.2332173,33.6917917,City/Town
Dolynka,45.2393549,33.6594527,City/Town
Zhuravli,45.2532295,33.6405304,City/Town
Lystove,45.2618822,33.6693234,City/Town
Shovkovychne,45.1865376,33.683092,City/Town
Molochne,45.1989623,33.2232085,City/Town
Abrykosivka,45.2680927,33.1929449,City/Town
Vityne,45.2076689,33.1505083,City/Town
Orikhove,45.1306637,33.6272175,City/Town
Mykhailivka,45.1118395,33.6146529,City/Town
Chervone,45.1165327,33.6874911,City/Town
Chobotarka,45.1105828,33.6854409,City/Town
Okhotnykove,45.24064,33.5944003,City/Town
Hromovka,45.2716191,33.600261,City/Town
Karierne,45.2893569,33.6106141,City/Town
Naumivka,45.3120619,33.6405679,City/Town
Orlianka,45.2368539,33.563351,City/Town
Runne,45.2929733,33.5717463,City/Town
Romashkyne,45.2543746,33.2544259,City/Town
Kolosky,45.2709288,33.2918983,City/Town
Syzivka,45.3507978,33.8758636,City/Town
Vodopiine,45.3141519,33.8098633,City/Town
Illinka,45.3707303,33.7801842,City/Town
Luhove,45.3826968,33.7097473,City/Town
Stovpove,45.3635006,33.4988795,City/Town
Lushyne,45.419626,33.5397813,City/Town
Suvorovske,45.2476955,33.3883042,City/Town
Velyke,45.3091995,33.3504615,City/Town
Zhovtokamianka,45.2749723,33.4495469,City/Town
Kamenolomnia,45.2490697,33.4249221,City/Town
Lymanne,45.2398288,33.4000433,City/Town
Pobiedne,45.2884357,33.4291461,City/Town
Tunelne,45.280945,33.4415206,City/Town
Uiutne,45.2018968,33.3000979,City/Town
Frunze,45.0249962,33.6311069,City/Town
Shtormove,45.2680823,33.0864061,City/Town
Krylovka,45.3100277,33.0856376,City/Town
Popivka,45.2953667,33.0365589,City/Town
Pryvitne,45.3057185,33.132144,City/Town
Khutorok,45.2509034,33.1412559,City/Town
Hvardiiske,45.1119411,34.0263367,City/Town
Krasna Zorka,45.1268353,34.0395912,City/Town
Malenke,45.0768879,34.0116978,City/Town
Sofiivka,45.0931901,34.0019096,City/Town
Novyi Sad,45.1457605,34.0016943,City/Town
Molodizhne,44.9916112,34.0831323,City/Town
Soniachne,45.047796,34.0815809,City/Town
Mykolaivka,44.9738332,33.6061296,City/Town
Vinnytske,44.9802005,33.73693,City/Town
Kliuchove,45.0084906,33.7451673,City/Town
Oleksandrivka,45.0012146,33.7638329,City/Town
Petrivka,45.0180937,33.7830361,City/Town
Rozdollia,44.9731704,33.6943196,City/Town
Teplivka,45.0317264,33.6980444,City/Town
Dobre,44.8664235,34.2398547,City/Town
Andrusove,44.8920491,34.1789224,City/Town
Zarichne,44.8526499,34.2714355,City/Town
Krasnolissia,44.8384279,34.2260462,City/Town
Lozove,44.9078282,34.1600497,City/Town
Mramorne,44.8226248,34.2594923,City/Town
Perevalne,44.8389567,34.3281864,City/Town
Petropavlivka,44.8973462,34.1473083,City/Town
Pionerske,44.8770681,34.2024427,City/Town
Pryvilne,44.7994582,34.3427288,City/Town
Fersmanove,44.8917807,34.1997343,City/Town
Chaikovske,44.8395056,34.3430347,City/Town
Donske,45.0394585,34.2192738,City/Town
Verkhnokurhanne,45.0881684,34.2418953,City/Town
Davydove,45.097751,34.2000133,City/Town
Dmytrove,45.0596151,34.2555691,City/Town
Klenivka,45.1283561,34.1956897,City/Town
Nyzhnokurhanne,45.1140348,34.2336499,City/Town
Spokiine,45.0864632,34.2028773,City/Town
Zhuravlivka,45.1762356,33.9958952,City/Town
Storozheve,45.1769427,33.909651,City/Town
Sumske,45.20374,33.9692486,City/Town
Kolchuhyne,44.9471458,33.7920731,City/Town
Prudove,44.9049872,33.7794825,City/Town
Rivnopillia,44.9286391,33.7110174,City/Town
Mazanka,45.0083751,34.2518495,City/Town
Krasnivka,44.9806956,34.2555488,City/Town
Lisnosillia,44.9813057,34.2717004,City/Town
Opushky,44.9513194,34.2869689,City/Town
Solovivka,44.9533966,34.2955743,City/Town
Myrne,44.9853517,34.0566475,City/Town
Bilohlynka,44.9957188,34.040017,City/Town
Hrusheve,45.0040119,34.0405949,City/Town
Novoandriivka,45.1976492,34.0936744,City/Town
Sukhorichchia,45.1793047,34.0878813,City/Town
Kharytonivka,45.2074434,34.1475552,City/Town
Novoselivka,44.9951286,33.8345144,City/Town
Pervomaiske,45.1087902,34.0664008,City/Town
Krasne,45.1440258,34.0910054,City/Town
Chaikyne,45.0835173,34.0863156,City/Town
Perove,44.9247124,34.0520759,City/Town
Vesele,45.00718,33.9644523,City/Town
Dubky,44.937565,34.0239794,City/Town
Zalissia,44.886047,34.1033693,City/Town
Kashtanove,44.8290368,34.0562781,City/Town
Kyzylove,44.8218274,34.0430009,City/Town
Klynivka,44.862613,34.1527438,City/Town
Kliuchi,44.961598,33.9536572,City/Town
Kostiantynivka,44.8564375,34.1190217,City/Town
Molochne,44.9146937,34.0389048,City/Town
Novomykolaivka,44.903529,34.0959896,City/Town
Obryv,44.9004958,34.1064138,City/Town
Partyzanske,44.8318931,34.0847875,City/Town
Teple,44.8793178,34.1625812,City/Town
Topolne,44.8458881,34.0940789,City/Town
Ukrainka,44.8872112,34.1400863,City/Town
Pozharske,44.9337882,33.8708381,City/Town
Vodne,44.9417771,33.8447346,City/Town
Demianivka,44.925581,33.9051649,City/Town
Likarstvenne,44.9401515,33.8264827,City/Town
Rodnykove,45.0443619,33.9541538,City/Town
Arkadiievka,45.0362602,33.9154796,City/Town
Kubanske,45.0443858,33.9152629,City/Town
Kurhanne,45.0696662,33.937731,City/Town
Novyi Myr,45.0594292,33.9331441,City/Town
Shafranne,45.1175119,33.912114,City/Town
Skvortsove,45.0777212,33.8163478,City/Town
Kolodiazne,45.0234828,33.8292341,City/Town
Mizhhirne,45.1006904,33.8593117,City/Town
Peredove,45.0517666,33.8248971,City/Town
Trudove,44.9929858,34.2049529,City/Town
Denysivka,44.9205749,34.2311768,City/Town
Druzhne,44.8978053,34.2908694,City/Town
Ivanivka,44.9348233,34.2475474,City/Town
Lazarivka,44.9290839,34.2763844,City/Town
Strohonivka,44.9445014,34.1886442,City/Town
Aikavan,45.015911,34.1511808,City/Town
Akropolis,44.9990721,34.168735,City/Town
Ana-Yurt,44.9996799,34.1487495,City/Town
Ukromne,45.0474884,34.0009707,City/Town
Sovkhozne,45.0309228,34.0092911,City/Town
Urozhaine,45.0647728,34.1118447,City/Town
Zhyvopysne,45.0392472,34.1634027,City/Town
Chystenke,44.8849898,34.0389067,City/Town
Komyshynka,44.8893431,33.945228,City/Town
Levadky,44.8692159,34.0412908,City/Town
Novozburivka,44.9189006,33.9717528,City/Town
Tryprudne,44.8978994,34.021046,City/Town
Trudoliubove,44.8850499,33.9862478,City/Town
Fontany,44.8989632,34.0604447,City/Town
Shyroke,45.1999876,34.0481277,City/Town
Dyvne,45.2031636,34.0200622,City/Town
Kuprine,45.1633085,34.0156853,City/Town
Prolitne,45.2181994,34.0767718,City/Town
Shkilne,45.0572872,33.8967891,City/Town
Sovietskyi,45.3409546,34.9258214,City/Town
Dmytrivka,45.4807575,35.056114,City/Town
Rovenka,45.4813965,34.9848402,City/Town
Zavitne,45.3272628,34.8080149,City/Town
Pchilnyky,45.2937064,34.7830224,City/Town
Illicheve,45.2443018,35.0710222,City/Town
Vostochne,45.2190197,35.0264668,City/Town
Heorhiivka,45.2421914,35.0178802,City/Town
Diatlivka,45.179195,35.0524562,City/Town
Nadezhda,45.2086978,35.0998622,City/Town
Richne,45.1980476,35.033372,City/Town
Shakhtyne,45.2518091,35.022829,City/Town
Krasnohvardiiske,45.1843762,34.9525475,City/Town
Lokhivka,45.2214766,34.8834381,City/Town
Luchove,45.2119285,34.8289853,City/Town
Krasnoflotske,45.3176541,34.944285,City/Town
Varvarivka,45.323974,34.898009,City/Town
Lebedynka,45.3326157,34.8713634,City/Town
Markove,45.2871899,35.0043019,City/Town
Nekrasovka,45.4380643,34.9862609,City/Town
Oktiabrske,45.3992839,34.908848,City/Town
Prudy,45.2406302,34.7028818,City/Town
Pryvilne,45.2434408,34.7827467,City/Town
Pushkine,45.1983116,34.9753295,City/Town
Makivka,45.2433925,34.9750043,City/Town
Urozhaine,45.3363093,35.0696292,City/Town
Prysyvashne,45.353509,35.0188044,City/Town
Chapaievka,45.2822172,34.8958209,City/Town
Kolomenske,45.2986341,34.9146522,City/Town
Mykolaivka,45.2711916,34.9322021,City/Town
Novoselivka,45.265784,34.9714067,City/Town
Novyi Myr,45.2855345,34.8708073,City/Town
Khlibne,45.2667931,34.8714173,City/Town
Chornozemne,45.4075015,34.8240726,City/Town
Almazne,45.3824129,34.8299145,City/Town
Demianivka,45.4248147,34.7793277,City/Town
Korniivka,45.3434365,34.8445639,City/Town
Rozdolne,45.3617544,34.856549,City/Town
Chornomorske,45.5018608,32.704669,City/Town
Daleke,45.6594145,33.0768876,City/Town
Volodymyrivka,45.652135,33.0237372,City/Town
Zhuravlivka,45.6412997,33.0692896,City/Town
Zoriane,45.5913629,33.0681439,City/Town
Sieverne,45.6838851,33.0561163,City/Town
Kirovske,45.5452607,33.0776296,City/Town
Dozorne,45.5090037,33.0843752,City/Town
Zadorne,45.5723176,33.1736465,City/Town
Nyzivka,45.5591805,33.04367,City/Town
Krasna Poliana,45.4821967,32.9387398,City/Town
Vnukove,45.4781074,32.9799326,City/Town
Kuznetske,45.467006,32.8843381,City/Town
Krasnoiarske,45.5050962,33.264268,City/Town
Lenske,45.5029313,33.2980153,City/Town
Medvedeve,45.3880909,33.0004102,City/Town
Ozerivka,45.3631704,32.9798236,City/Town
Mizhvodne,45.588142,32.8451024,City/Town
Vodopiine,45.5912705,32.9364096,City/Town
Zaitseve,45.5385759,32.883365,City/Town
Novoulianovka,45.576856,32.9459226,City/Town
Snizhne,45.5266842,32.8373142,City/Town
Novoivanivka,45.4489434,33.0981748,City/Town
Khmelove,45.4974775,33.1804064,City/Town
Novosilske,45.500409,32.7278944,City/Town
Artemivka,45.4651285,32.8233793,City/Town
Okunivka,45.3690887,32.7621734,City/Town
Hromove,45.3861805,32.8664867,City/Town
Znamianske,45.3783018,32.8983676,City/Town
Krasnosilske,45.4156425,32.6765161,City/Town
Marine,45.3467762,32.7088065,City/Town
Olenivka,45.3787539,32.5400094,City/Town
Kalynivka,45.4879288,32.6792662,City/Town
Maiak,45.3480038,32.4968999,City/Town
Vinnytsia,49.2319611,28.4763239,City/Town
Zhmerynka,49.0368612,28.1068585,City/Town
Mohyliv-Podilskyi,48.4494159,27.7987835,City/Town
Odaia,48.4197959,27.835567,City/Town
Soniachne,48.4531465,27.8429812,City/Town
Koziatyn,49.7106162,28.8295294,City/Town
Zaliznychne,49.7449738,28.7911269,City/Town
Ladyzhyn,48.6814058,29.2393307,City/Town
Hubnyk,48.6200113,29.2959994,City/Town
Lukashivka,48.6502206,29.2001384,City/Town
Ruzhytske,48.6174146,29.3022846,City/Town
Khmilnyk,49.5527019,27.9408132,City/Town
Bar,49.075075,27.6813043,City/Town
Kopaihorod,48.8592514,27.7955399,City/Town
Kopai,48.8895643,27.7484365,City/Town
Perelisky,48.8550757,27.8489713,City/Town
Ukrainske,48.8211726,27.8380646,City/Town
Shevchenkove,48.8744283,27.8261586,City/Town
Shypynky,48.8726565,27.7830198,City/Town
Antonivka,49.0856339,27.7792673,City/Town
Hlynianka,49.0709899,27.78195,City/Town
Shyroke,49.0789127,27.7540626,City/Town
Balky,49.0601267,27.6843336,City/Town
Adamivka,49.0410795,27.6392006,City/Town
Yosypivtsi,49.0364352,27.6685378,City/Town
Okladne,49.0477932,27.6474488,City/Town
Chemerysy-Barski,49.0676688,27.6583828,City/Town
Verkhivka,48.9054451,27.6497023,City/Town
Prymoshchanytsia,48.9029155,27.6636146,City/Town
Voinashivka,49.0475321,27.7171047,City/Town
Bar,49.0363682,27.7184416,City/Town
Zamozhne,49.0252451,27.7273833,City/Town
Zatoky,49.0239522,27.6977613,City/Town
Kanonytske,49.0178558,27.7203256,City/Town
Myrne,49.0293692,27.6911978,City/Town
Mizhlissia,49.0452915,27.7432215,City/Town
Pliatsyna,49.0474412,27.6994664,City/Town
Volodiivtsi,48.8569515,27.7413145,City/Town
Zelene,48.8880973,27.7404744,City/Town
Marianivka,48.8721557,27.6872588,City/Town
Haiove,49.1100021,27.6368802,City/Town
Ivanovetske,49.0982376,27.6845932,City/Town
Kolosivka,49.1179285,27.5964257,City/Town
Kotova,49.0908853,27.7031692,City/Town
Shpyrky,49.1107606,27.6717788,City/Town
Harmaky,49.098736,27.5581197,City/Town
Dibrova,49.0679759,27.5301894,City/Town
Huli,48.9215192,27.4247084,City/Town
Sloboda-Hulivska,48.9382943,27.4448431,City/Town
Zhuravlivka,49.0149458,27.5837256,City/Town
Butsni,48.9603542,27.6323906,City/Town
Liadova,48.9493799,27.571071,City/Town
Pylypy,48.9717376,27.5788528,City/Town
Seferivka,48.9797066,27.6085311,City/Town
Ivanivtsi,49.1010496,27.7169667,City/Town
Shevchenka,49.1387661,27.7364352,City/Town
Karyshkiv,48.821899,27.898554,City/Town
Hrabivtsi,48.8592548,27.8949637,City/Town
Komarivtsi,49.1375281,27.6358663,City/Town
Kuzmyntsi,48.9599327,27.6785108,City/Town
